app,store,author,rating,date,title,content,developerResponse,version,helpfulCount,voteCount,voteSum
Shopify POS,App Store,Sarah atkins,1,2020-11-06T02:01:34-07:00,New POS upgrade needs work URGENTLY,"I LOVED the previous Shopify pos app. 

It HAD all the features we need. 

Since upgrading, I do not believe we should have to pay US $85/month just to be able to have the same functions and features as we had before. That’s roughly AU$125-$130 PER MONTH.   

We’re now missing the ability to: 

1.     Initiate a lay-by (partially paid order) 
This is an enormous oversight and needs urgent attention. OR if the ability exists, some instruction on how to. 
URGENT ATTENTION REQUIRED. 

2.    Search for a partially paid order using the customer name, the process which makes the most sense. We now have to scroll through the list of orders (all orders) to see which ones are partially paid, it’s impossible. 
URGENT ATTENTION REQUIRED. 

3.    Staff pins? Trying to issue my staff a PIN number via admin as can’t work how to do it in POS app.  (they had one each before, 5 staff in total) and all I get is “Pin is already taken”. Plus I can’t see my staff listed in Shopify admin. 
AGAIN, URGENT ATTENTION REQUIRED. 

4.    The “add custom sale” tile takes you to a screen where it’s very easy to add the amount, BUT the design and layout really leads you to press the “+1” button rather than the “add to cart” button which seems quite hidden in the top right corner. 
URGENT ATTENTION REQUIRED. 

5.    Add to cart. Paying an extra $85 (US!) per month is an extreme extra cost for a feature that was previously included as standard. The technology has not changed for this feature. 
URGENT ATTENTION REQUIRED.  

6.   Remove extra steps. Please, to be exact,  a fourth option in the bottom row toolbar, that is a simple “back to checkout” option. I should not have to press 5 buttons (at minimum) to get back to the cart page. It takes valuable time and is extremely frustrating. 
URGENT ATTENTION REQUIRED. 

Speed and accuracy are the most important things to consider in a busy retail environment.

This upgrade has so much potential, but considering the above is clunky and does not consider the merchant in a retail environment at all. 

If you’re going to upgrade and rebuild an app in complete usability and layout, then the existing services should still be available for the same subscription rate. We’re already paying for a system which now has LESS features, and your profit is going up, right? 

These matters need urgent attention, as we are heading into the Christmas period and cannot afford more time and money spent for a system that worked perfectly well before the update. 

It pains me to consider looking at other options than Shopify. I do not want to retrain my staff, or rebuild my store or POS system. 

Please fix these issues as a matter of extreme urgency. 
In the future when an upgrade is planned (BEFORE it is implemented) I strongly suggest deeper level merchant liaison and feedback, and restructure based on this feedback. 

Still a Shopify fan, just not a happy one at the moment. 
As previously mentioned, the above mentioned matters were already standard prior to the upgrade. 

Isn’t Shopify as a corporation making enough money from subscriptions and Addons and percentages of online sales, without adding on the massive new POS fees just for the same features we had?

Please work these UX issues out as a matter of urgency, or my money (your profit) walks.",,6.25.1,,,
Shopify POS,App Store,Toddy.B,1,2020-11-02T12:50:31-07:00,Unhappy with new Look,"Very unhappy with the new layout and look, bring back the ability to save a cart",,6.25.0,,,
Shopify POS,App Store,hasan27,5,2020-11-01T20:54:31-07:00,Shopify have done it,Incredibly stable. Has increased our closure rate significantly. Reduces staff and warehouse Costs. Streamlines internal logistics for local deliveries. Increases margin with more relevant product info at fingertips. So intuitive. Flexible. Fast. Easy. Reinvigorates sales teams. Thanks Shopify. The platform to end all platforms.,,6.25.0,,,
Shopify POS,App Store,tfhmcghmchgchg,1,2020-10-27T23:05:35-07:00,Terrible,The search features are woeful. You can customise categories but no search feature? Redic,,6.24.0,,,
Shopify POS,App Store,Dollarmites,2,2020-08-11T19:49:02-07:00,Need after pay integration,Waste of time if we can’t accept afterpay,,6.13.1,,,
Shopify POS,App Store,RetailB,1,2020-07-12T03:42:01-07:00,what a joke,"If could only give minus stars!!!!!
Waste of time and energy!
Very frustrating! dont live up to the hype! 

Im only talking about performance in AU
One note... if your not fully ready to roll out in AU DON’T !
no payment intergration! for a busy store this is a must! manual payment processing is dangerous since it can cause errors! 

mpop intergrations dont work.
After trying thousand times to print receipt and scan barcodes!!!!
Support told us mpop dont work in AU!

Excuse me.... but it is jn recomended hardware.

in summary very disapointed!",,6.9.1,,,
Shopify POS,App Store,Lemmons Store,1,2020-05-28T16:17:19-07:00,Very disappointing,"We have used the previous version for a few years, it isn’t perfect but you can do what you need. The new version is very average, has all these new features that are supposed to make it great but hasn’t addressed any of the previous things that needed fixing. Now it is going to cost much more. Basic functions like scanning products are very glitchy, sometimes work easily sometimes don’t work at all with the scanner we have used for over 2 years. Very average product for the price now, would be fine if your needs were very basic, if you have products with lots of variants, customer accounts, accept appro’s & returns, need accounts to sub total for customer payments, find one that at least you get the features you need for the money.",,6.3.0,,,
Shopify POS,App Store,Tobias G,2,2019-07-23T04:30:04-07:00,Basics covered. Not yet ready for Australia,"Good overall POS with some decent features. 
Simple features missing though such as cash rounding, fulfilment at POS, TYRO integration (or other EFTPOS terminal), and global sales holds. 
Having a diverse range of apps to select from is ok, but some basics could be covered out of the box such as the ability to process/retrieve a saved draft order via POS rather than having to pay for an app to be able to do this.",,5.33.0,,,
Shopify POS,App Store,LJR.AU,2,2019-07-18T15:53:18-07:00,Love it!,"We use POS for our pop up shops through Australia and its been nothing but amazing. 
The only thing that could make it better is barcode password for staff instead of numbers.",,5.32.0,,,
Shopify POS,App Store,sall00,1,2019-06-25T20:46:13-07:00,Keeps crashing,New update keeps crashing. Disappointing.,,5.29.0,,,
Shopify POS,App Store,Allsdeapps,1,2019-05-10T03:22:12-07:00,Garbage,What is up with Shopify and making the most useless software where you need 1000 apps to get anything done properly.,,5.22,,,
Shopify POS,App Store,Lachlan7,2,2018-11-07T14:53:58-07:00,Requires some development still,"Shopify POS is sluggish when processing transactions. We have download internet speed of over 100mbps yet the pos takes a long time to process (compared to square).
In Australia our staff would like to see:
- Integrated with payment eftpos terminals such as tyro
- Fast transaction button to quickly take cash/card. There are too many buttons/pages to press in one transaction. Especially when you try square and their system is so quick and easy!
- Drag and drop products on the homescreen instead of them listed in alphabetical order
- Staff login needs improving. The pin system isn’t efficient as with multi sites and huge staff, pin codes are taken and easy to use another persons login

For the money you pay for POS being $50 usd per month, you would expect a better faster, easy pos system.",,5.2.2,,,
Shopify POS,App Store,IvanXSH,4,2018-09-26T21:50:07-07:00,Great app but found a Bug,"Great App after adding the multiple location inventory function.

Found a bug: Cannot choosing collections when iPad ‘Guided Access’ function started.

Thanks",,5.1.0,,,
Shopify POS,App Store,Bluebirdfreebird,1,2018-09-07T03:50:00-07:00,Won’t load,"Won’t import my store, continually asks to retry and still won’t load store even after reinstall. Might have to change back to my wix store so I can use POS at markets again instead of losing sales",,5.0.2,,,
Shopify POS,App Store,Diluxdi,2,2018-07-19T10:20:09-07:00,It’s ok,Would love the ability to import customer details from stored phone records and to take part payments on invoices. Good but could be awesome with some work,,4.8,,,
Shopify POS,App Store,dollwise,3,2018-07-18T14:34:45-07:00,New to Shopify,I love the functionality of this system and how intuitive it is. It would be so much better if I could add the wholesale cost of an item to the backend. This would make stocktake so much easier and end of financial year reports a breeze. Please consider adding this to further enhancements.,,4.7.6,,,
Shopify POS,App Store,DylMusicMan,1,2018-04-18T06:12:29-07:00,"4 years, still no cash rounding","Been using Shopify for almost 4 years but have encountered non-stop accounting workload since opening a physical store in 2016, all because this app STILL doesn’t have cash rounding. Every time I ask, I get told “it’s on the roadmap”. Oh well. At least I’m moving my business to an app that works.",,4.5,,,
Shopify POS,App Store,Mcintyreslady,4,2018-02-20T16:26:33-07:00,"Great app, except missing one big business criteria.",Have been enjoying the App and how organized I can keep my sales and inventory. I love the instant receipts to my customers.  My only issue is I have no way to enter my costs and get reports on profits from my sales. This would be ideal.,,4.3,,,
Shopify POS,App Store,Brinno,4,2017-12-09T17:50:42-07:00,So handy for market businesses,"We use this app to track sales at our market. It's great because it keeps our stock up to date on the website instantly. Easy to use and immediately updates in Shopify reports etc.

Two requests:

1) can you create a location prompt when opening the app (at least at start of day), I have staff that forget to swap locations and then the reports don't match. 
Or a way to change location in order if it's entered incorrectly?

2)when is the Shopify POS payments mobile swipe machine going to be available in Australia?

Thank you.",,4.1.5,,1,
Shopify POS,App Store,Yolo Aussie,3,2017-06-03T20:52:45-07:00,It's ok,Would be nice to link with credit cards for payments .,,3.12.2,,,
Shopify POS,App Store,Bhoem,5,2016-03-31T23:50:05-07:00,Ms,"Love this app, I'm in Australia and use an external eftpos provider.",,3.6.6,,,
Shopify POS,App Store,Meowyyyy12344,1,2016-03-31T02:41:51-07:00,Can't accept payments without card reader,Not worth it- doesn't work with Australian businesses,,3.6.6,,,
Shopify POS,App Store,Adtyh,1,2016-01-12T17:34:07-07:00,Mr,Horrible- freezes constantly and needs rest all the time. Get it fixed,,3.6,,,
Shopify POS,App Store,Hannahgorg,1,2014-10-09T05:08:26-07:00,Orders tab not suitable for multiple locations,"This app has one major flaw for companies that have more than one physical location.

Currently if a sale is made in ""store 1"" the staff in ""store 2"" can see the sale in the ""orders"" tab. In fact they can see every sale your entire business makes. I do not want my staff to know my turnover figures. It can also discourage staff from trying if they can see another store is hitting the targets for them.

Perhaps a ""show only orders from this ipad"" in the location setting. Or an option to limit the ""POS only"" staff to only seeing orders from the iPads location.",,2.1.2,,,
Shopify POS,App Store,Rweetbix,5,2013-09-11T19:42:21-07:00,Fantastic worked straight away,"This is a great app, easy to setup and use.  It'll be great when Laybys are allowed.",,1.0.3,,,
